IPC Section,Name,Description,Punishment,Bailable/Non-Bailable,Cognizable/Non-Cognizable,Category
347,"Wrongful confinement to extort property, or constrain to illegal act",Confining to extort property or force illegal act,Imprisonment up to 3 years and fine,Non-Bailable,Cognizable,Wrongful Restraint & Wrongful Confinement
348,"Wrongful confinement to extort confession, or compel restoration of property",Confining to extort confession or compel property restoration,Imprisonment up to 3 years and fine,Non-Bailable,Cognizable,Wrongful Restraint & Wrongful Confinement
349,Force,Definition of force,Defined only,not specified,not specified,Criminal Force & Assault
350,Criminal force,"Applying force with intent to cause injury, fear or annoyance",Defined only,not specified,not specified,Criminal Force & Assault
351,Assault,Threat or attempt to use criminal force,Defined only,not specified,not specified,Criminal Force & Assault
352,Punishment for assault or criminal force otherwise than on grave provocation,Assault or criminal force without grave provocation,"Imprisonment up to 3 months, or fine up to ₹500, or both",Bailable,Non-Cognizable,Criminal Force & Assault
353,Assault or criminal force to deter public servant from discharge of his duty,Assault or force to deter public servant from duty,"Imprisonment up to 2 years, or fine, or both",Non-Bailable,Cognizable,Criminal Force & Assault
354,Assault of criminal force to woman with intent to outrage her modesty,Assault or criminal force to outrage modesty of woman,Imprisonment 1 to 5 years and fine,Non-Bailable,Cognizable,Criminal Force & Assault
354A,Sexual harassment and punishment for sexual harassment,"Physical contact, unwelcome advances, sexual remarks, etc.","Up to 3 years, or fine, or both (varies by clause)",Bailable/Non-Bailable (depends on clause),Cognizable/Non-Cognizable (varies),Criminal Force & Assault
354B,Assault or use of criminal force to woman with intent to disrobe,Assault or force to disrobe a woman,Imprisonment 3 to 7 years and fine,Non-Bailable,Cognizable,Criminal Force & Assault
354C,Voyeurism,Watching or capturing images of a woman in a private act,First offence: 1 to 3 years and fine Subsequent: 3 to 7 years and fine,"Bailable (1st offence), Non-Bailable (repeat)",Cognizable,Criminal Force & Assault
354D,Stalking,Following or contacting a woman despite clear disinterest,First offence: Up to 3 years and fine Repeat: Up to 5 years and fine,"Bailable (1st offence), Non-Bailable (repeat)",Cognizable (1st: Cognizable/Non-Cognizable varies by state),Criminal Force & Assault
355,"Assault or criminal force with intent to dishonour person, otherwise than on grave provocation","Assault or force to dishonour someone, without grave provocation","Imprisonment up to 2 years, or fine, or both",Bailable,Non-Cognizable,Criminal Force & Assault
356,Assault or criminal force in attempt to commit theft of property carried by a person,Assault/force in attempting theft from a person,"Imprisonment up to 2 years, fine, or both",Bailable,Cognizable,Criminal Force & Assault
357,Assault or criminal force in attempt wrongfully to confine a person,Assault/force in attempting wrongful confinement,"Imprisonment up to 1 year, fine up to ₹1,000, or both",Bailable,Cognizable,Criminal Force & Assault
358,Assault or criminal force on grave provocation,Assault or force on sudden and grave provocation,"Imprisonment up to 1 month, or fine up to ₹200, or both",Bailable,Non-Cognizable,Criminal Force & Assault
359,Kidnapping,Definition of kidnapping (from India or from lawful guardianship),Definition section only,not specified,not specified,"Kidnapping, Abduction, Slavery & Forced Labour"
360,Kidnapping from India,Taking a person beyond India without consent or legal authority,Defined term only,not specified,not specified,"Kidnapping, Abduction, Slavery & Forced Labour"
361,Kidnapping from lawful guardianship,Taking or enticing a minor or person of unsound mind from lawful guardian without consent,Defined term only,not specified,not specified,"Kidnapping, Abduction, Slavery & Forced Labour"
362,Abduction,Forcibly or deceitfully taking someone from any place,Defined term only,not specified,not specified,"Kidnapping, Abduction, Slavery & Forced Labour"
363,Punishment for kidnapping,Punishment for kidnapping under Section 360 or 361,Imprisonment up to 7 years and fine,Non-Bailable,Cognizable,"Kidnapping, Abduction, Slavery & Forced Labour"
363A,Kidnapping or maiming a minor for purposes of begging,Kidnapping or maiming a minor for begging,Kidnapping: 10 years to life imprisonment & fine Maiming: life imprisonment & fine,Non-Bailable,Cognizable,"Kidnapping, Abduction, Slavery & Forced Labour"
364,Kidnapping or abducting in order to murder,Kidnapping/abducting with intent to murder,Imprisonment for life or up to 10 years and fine,Non-Bailable,Cognizable,"Kidnapping, Abduction, Slavery & Forced Labour"
364A,"Kidnapping for ransom, etc.","Kidnapping/abducting for ransom, or to compel action by threats",Death penalty or life imprisonment and fine,Non-Bailable,Cognizable,"Kidnapping, Abduction, Slavery & Forced Labour"
365,Kidnapping or abducting with intent secretly and wrongfully to confine person,Kidnapping/abducting to secretly & wrongfully confine,Imprisonment up to 7 years and fine,Non-Bailable,Cognizable,"Kidnapping, Abduction, Slavery & Forced Labour"
366,"Kidnapping, abducting or inducing woman to compel her marriage, etc.",Kidnapping/abducting woman to compel marriage or for illicit intercourse,Imprisonment up to 10 years and fine,Non-Bailable,Cognizable,"Kidnapping, Abduction, Slavery & Forced Labour"
366A,Procuration of minor girl,Inducing minor girl to go with intent of illicit intercourse,Imprisonment up to 10 years and fine,Non-Bailable,Cognizable,"Kidnapping, Abduction, Slavery & Forced Labour"
366B,Importation of girl from foreign country,Importing girl below 21 years for illicit intercourse,Imprisonment up to 10 years and fine,Non-Bailable,Cognizable,"Kidnapping, Abduction, Slavery & Forced Labour"
367,"Kidnapping or abducting in order to subject person to grievous hurt, slavery, etc.","Kidnapping/abducting to subject to grievous hurt, slavery or unnatural lust",Imprisonment up to 10 years and fine,Non-Bailable,Cognizable,"Kidnapping, Abduction, Slavery & Forced Labour"
368,"Wrongfully concealing or keeping in confinement, kidnapped or abducted person",Concealing/confined kidnapped/abducted person knowingly,Punishment same as for kidnapping/abduction,Non-Bailable,Cognizable,"Kidnapping, Abduction, Slavery & Forced Labour"
369,Kidnapping or abducting child under ten years with intent to steal from its person,Kidnapping/abducting child under 10 with intent to steal from child,Imprisonment up to 7 years and fine,Non-Bailable,Cognizable,"Kidnapping, Abduction, Slavery & Forced Labour"
370,Trafficking of person,Trafficking for exploitation purposes,Rigorous imprisonment 7 years to life imprisonment and fine,Non-Bailable,Cognizable,"Kidnapping, Abduction, Slavery & Forced Labour"
370A,Exploitation of a trafficked person,Exploiting a trafficked person for sexual exploitation or forced labour,5-7 years (minor); 3-5 years (adults) + fine,Non-Bailable,Cognizable,"Kidnapping, Abduction, Slavery & Forced Labour"
371,Habitual dealing in slaves,Habitual dealing in slaves,Imprisonment for life or up to 10 years and fine,Non-Bailable,Cognizable,"Kidnapping, Abduction, Slavery & Forced Labour"
372,"Selling minor for purposes of prostitution, etc.","Selling minor for prostitution, illicit intercourse, etc.",Imprisonment up to 10 years and fine,Non-Bailable,Cognizable,"Kidnapping, Abduction, Slavery & Forced Labour"
373,"Buying minor for purposes of prostitution, etc.","Buying minor for prostitution, illicit intercourse, etc.",Imprisonment up to 10 years and fine,Non-Bailable,Cognizable,"Kidnapping, Abduction, Slavery & Forced Labour"
374,Unlawful compulsory labour,Forcing someone to work against their will,"Imprisonment up to 1 year, or fine, or both",Bailable,Cognizable,"Kidnapping, Abduction, Slavery & Forced Labour"
375,Rape,Sexual intercourse against woman’s will or without consent under specific circumstances,Definition section only (no punishment here),not specified,not specified,Sexual Offences
376,Punishment for rape,Punishment for rape as defined under Section 375,Minimum 10 years (extendable to life imprisonment) & fine,Non-Bailable,Cognizable,Sexual Offences
376A,Punishment for causing death or resulting in persistent vegetative state of victim,Rape leading to death or vegetative state,Minimum 20 years (extendable to life imprisonment) or death penalty,Non-Bailable,Cognizable,Sexual Offences
376AB,Punishment for rape on woman under twelve years of age,Rape of girl below 12 years,Minimum 20 years to life imprisonment or death & fine,Non-Bailable,Cognizable,Sexual Offences
376B,Sexual intercourse by husband upon his wife during separation,Sexual intercourse by husband with wife during separation without her consent,Imprisonment 2 to 7 years & fine,Non-Bailable,Cognizable,Sexual Offences
376C,Sexual intercourse by a person in authority,Sexual intercourse by person in authority abusing position,Imprisonment 5 to 10 years & fine,Non-Bailable,Cognizable,Sexual Offences
376D,Gang rape,Gang rape of a woman,Minimum 20 years to life imprisonment & fine,Non-Bailable,Cognizable,Sexual Offences
376DA,Punishment for gang rape on woman under sixteen years of age,Gang rape of girl under 16,Life imprisonment (remainder of natural life) & fine,Non-Bailable,Cognizable,Sexual Offences
376DB,Punishment for gang rape on woman under twelve years of age,Gang rape of girl under 12,Life imprisonment (natural life) or death penalty & fine,Non-Bailable,Cognizable,Sexual Offences
376E,Punishment for repeat offenders,Repeat offenders of rape or gang rape,Life imprisonment (natural life) or death penalty,Non-Bailable,Cognizable,Sexual Offences
377,Unnatural offences,"Voluntary carnal intercourse against nature with any man, woman, or animal (Note: Partially struck down by courts; applies to bestiality now)",Life imprisonment or up to 10 years & fine (For bestiality/other cases still applicable),Non-Bailable,Cognizable,Unnatural Offences
378,Theft,Dishonestly taking property out of possession of another without consent,Defined only,not specified,not specified,Theft
379,Punishment for theft,Punishment for theft,"Imprisonment up to 3 years, or fine, or both",Bailable,Cognizable,Theft
380,"Theft in dwelling house, etc.","Theft in dwelling house, place of worship, or custody",Imprisonment up to 7 years and fine,Non-Bailable,Cognizable,Theft
381,Theft by clerk or servant of property in possession of master,Theft by clerk/servant from employer,Imprisonment up to 7 years and fine,Non-Bailable,Cognizable,Theft
382,"Theft after preparation made for causing death, hurt or restraint","Theft involving preparation for causing death, hurt or restraint",Imprisonment up to 10 years and fine,Non-Bailable,Cognizable,Theft
383,Extortion,Dishonestly inducing someone to deliver property under fear,Defined only,not specified,not specified,Extortion
384,Punishment for extortion,Punishment for extortion,"Imprisonment up to 3 years, or fine, or both",Bailable,Cognizable,Extortion
385,Putting person in fear of injury in order to commit extortion,Threatening to commit extortion,"Imprisonment up to 2 years, or fine, or both",Bailable,Cognizable,Extortion
386,Extortion by putting a person in fear of death or grievous hurt,Extortion under fear of death or grievous hurt,Imprisonment up to 10 years and fine,Non-Bailable,Cognizable,Extortion
387,"Putting person in fear of death or grievous hurt, in order to commit extortion",Threatening for extortion under fear of death or grievous hurt,Imprisonment up to 7 years and fine,Non-Bailable,Cognizable,Extortion
388,Extortion by threat of accusation of an offence punishable with death or life imprisonment,Extortion by threatening false criminal accusations,Imprisonment up to 10 years and fine,Non-Bailable,Cognizable,Extortion
389,"Putting person in fear of accusation of offence, in order to commit extortion",Threatening false accusation to extort,Punishment same as Section 388,Non-Bailable,Cognizable,Extortion
390,Robbery,Theft or extortion under certain aggravated conditions,Definition only,not specified,not specified,Robbery & Dacoity
391,Dacoity,Robbery committed by five or more persons,Definition only,not specified,not specified,Robbery & Dacoity
392,Punishment for robbery,Punishment for robbery,Rigorous imprisonment up to 10 years and fine Up to 14 years if on highway,Non-Bailable,Cognizable,Robbery & Dacoity
393,Attempt to commit robbery,Attempt to commit robbery,Rigorous imprisonment up to 7 years and fine,Non-Bailable,Cognizable,Robbery & Dacoity
394,Voluntarily causing hurt in committing robbery,Causing hurt during robbery,Imprisonment for life or up to 10 years and fine,Non-Bailable,Cognizable,Robbery & Dacoity
395,Punishment for dacoity,Punishment for dacoity,Imprisonment for life or rigorous imprisonment up to 10 years and fine,Non-Bailable,Cognizable,Robbery & Dacoity
396,Dacoity with murder,Dacoity involving murder,Death penalty or life imprisonment and fine,Non-Bailable,Cognizable,Robbery & Dacoity
397,"Robbery or dacoity, with attempt to cause death or grievous hurt",Robbery/dacoity causing or attempting grievous hurt,Imprisonment not less than 7 years,Non-Bailable,Cognizable,Robbery & Dacoity
398,Attempt to commit robbery or dacoity when armed with deadly weapon,Armed attempt of robbery/dacoity,Imprisonment not less than 7 years,Non-Bailable,Cognizable,Robbery & Dacoity
399,Making preparation to commit dacoity,Preparing to commit dacoity,Imprisonment up to 10 years and fine,Non-Bailable,Cognizable,Robbery & Dacoity
400,Punishment for belonging to gang of dacoits,Membership of a gang of dacoits,Imprisonment for life or up to 10 years and fine,Non-Bailable,Cognizable,Robbery & Dacoity
401,Punishment for belonging to gang of thieves,Membership of gang of thieves,Rigorous imprisonment up to 7 years and fine,Non-Bailable,Cognizable,Robbery & Dacoity
402,Assembling for purpose of committing dacoity,Assembling with intent to commit dacoity,Rigorous imprisonment up to 7 years and fine,Non-Bailable,Cognizable,Robbery & Dacoity
403,Dishonest misappropriation of property,Dishonestly misappropriating or converting property for own use,"Imprisonment up to 2 years, or fine, or both",Bailable,Non-Cognizable,Criminal Misappropriation
404,Dishonest misappropriation of property possessed by deceased person at time of death,Misappropriating property of deceased person,Imprisonment up to 3 years and fine Up to 7 years if by legal representative,Bailable,Non-Cognizable,Criminal Misappropriation
405,Criminal breach of trust,Dishonestly misappropriating entrusted property,Defined only,not specified,not specified,Criminal Breach of Trust
406,Punishment for criminal breach of trust,Punishment for criminal breach of trust,"Imprisonment up to 3 years, or fine, or both",Bailable,Cognizable,Criminal Breach of Trust
407,"Criminal breach of trust by carrier, etc.","Criminal breach of trust by carrier, warehouse keeper, etc.",Imprisonment up to 7 years and fine,Non-Bailable,Cognizable,Criminal Breach of Trust
408,Criminal breach of trust by clerk or servant,Criminal breach of trust by clerk/servant,Imprisonment up to 7 years and fine,Non-Bailable,Cognizable,Criminal Breach of Trust
409,"Criminal breach of trust by public servant, banker, merchant or agent",Criminal breach of trust by public servant or persons in high fiduciary capacity,Imprisonment for life or up to 10 years and fine,Non-Bailable,Cognizable,Criminal Breach of Trust
410,Stolen property,Definition of stolen property,Defined only,not specified,not specified,Receiving Stolen Property
411,Dishonestly receiving stolen property,Receiving stolen property dishonestly,"Imprisonment up to 3 years, or fine, or both",Bailable,Cognizable,Receiving Stolen Property
412,Dishonestly receiving property stolen in commission of dacoity,Receiving property stolen in dacoity,Imprisonment for life or up to 10 years and fine,Non-Bailable,Cognizable,Receiving Stolen Property
413,Habitually dealing in stolen property,Habitually receiving or dealing in stolen property,Imprisonment for life or up to 10 years and fine,Non-Bailable,Cognizable,Receiving Stolen Property
414,Assisting in concealment of stolen property,Assisting in concealment or disposal of stolen property,"Imprisonment up to 3 years, or fine, or both",Bailable,Cognizable,Receiving Stolen Property
415,Cheating,Dishonestly or fraudulently inducing a person to deliver property or act/omit to their detriment,Defined only,not specified,not specified,Cheating
416,Cheating by personation,Cheating by pretending to be someone else,Defined only,not specified,not specified,Cheating
417,Punishment for cheating,Punishment for general cheating,"Imprisonment up to 1 year, or fine, or both",Bailable,Non-Cognizable,Cheating
418,Cheating with knowledge that wrongful loss may ensue to person whose interest offender is bound to protect,Cheating with specific knowledge of wrongful loss,"Imprisonment up to 3 years, or fine, or both",Bailable,Non-Cognizable,Cheating
419,Punishment for cheating by personation,Cheating by pretending to be another person,"Imprisonment up to 3 years, or fine, or both",Bailable,Cognizable,Cheating
420,Cheating and dishonestly inducing delivery of property,Cheating to dishonestly induce property delivery,Imprisonment up to 7 years and fine,Non-Bailable,Cognizable,Cheating
421,Dishonest or fraudulent removal or concealment of property to prevent distribution among creditors,Fraudulent concealment/removal of property to defeat creditors,"Imprisonment up to 2 years, or fine, or both",Bailable,Non-Cognizable,Fraudulent Deeds
422,Dishonestly or fraudulently preventing debt being available for creditors,Dishonestly preventing debt from being available to creditors,"Imprisonment up to 2 years, or fine, or both",Bailable,Non-Cognizable,Fraudulent Deeds
423,Dishonest or fraudulent execution of deed of transfer containing false statement of consideration,Executing fraudulent deeds with false consideration,"Imprisonment up to 2 years, or fine, or both",Bailable,Non-Cognizable,Fraudulent Deeds
424,Dishonest or fraudulent removal or concealment of property,Dishonest removal/concealment of property,"Imprisonment up to 2 years, or fine, or both",Bailable,Non-Cognizable,Fraudulent Deeds
425,Mischief,Causing destruction or change of property intending wrongful loss,Definition only,not specified,not specified,Mischief
426,Punishment for mischief,Punishment for general mischief,"Imprisonment up to 3 months, or fine, or both",Bailable,Non-Cognizable,Mischief
427,Mischief causing damage to the amount of fifty rupees,Mischief causing ₹50+ damage,"Imprisonment up to 2 years, or fine, or both",Bailable,Non-Cognizable,Mischief
428,Mischief by killing or maiming animal worth ₹10+,Killing or maiming animals valued at ₹10+,"Imprisonment up to 2 years, or fine, or both",Bailable,Non-Cognizable,Mischief
429,Mischief by killing or maiming cattle or animal worth ₹50+,Killing/maiming cattle or animals valued at ₹50+,"Imprisonment up to 5 years, or fine, or both",Bailable,Non-Cognizable,Mischief
430,Mischief by injury to works of irrigation or diverting water,Injuring works of irrigation or wrongfully diverting water,"Imprisonment up to 5 years, or fine, or both",Bailable,Cognizable,Mischief
431,"Mischief by injury to public road, bridge, river or channel",Injuring public infrastructure,"Imprisonment up to 5 years, or fine, or both",Bailable,Cognizable,Mischief
432,Mischief by causing inundation or obstruction to drainage,Causing flood or obstructing drainage,"Imprisonment up to 5 years, or fine, or both",Bailable,Cognizable,Mischief
433,Mischief by destroying/moving lighthouse or sea-mark,Destroying/moving lighthouse or sea-mark,"Imprisonment up to 7 years, or fine, or both",Non-Bailable,Cognizable,Mischief
434,Mischief by destroying/moving landmark fixed by public authority,Destroying/moving official landmark,"Imprisonment up to 1 year, or fine, or both",Bailable,Non-Cognizable,Mischief
435,Mischief by fire/explosive causing damage of ₹100+ (or ₹10 in agriculture),Mischief by fire/explosive with damage exceeding thresholds,Imprisonment up to 7 years and fine,Non-Bailable,Cognizable,Mischief
436,"Mischief by fire/explosive to destroy house, etc.","Mischief intending to destroy dwelling, worship place, etc. via fire/explosive",Imprisonment for life or up to 10 years and fine,Non-Bailable,Cognizable,Mischief
437,Mischief intending to destroy/make unsafe vessel,Mischief with intent to destroy or make unsafe certain vessels,Imprisonment up to 10 years and fine,Non-Bailable,Cognizable,Mischief
438,Punishment for mischief described in Section 437 via fire/explosive,Committing Section 437 offence using fire/explosives,Imprisonment for life or up to 10 years and fine,Non-Bailable,Cognizable,Mischief
439,Punishment for running vessel aground with theft intent,Intentionally running vessel aground to commit theft,Imprisonment up to 10 years and fine,Non-Bailable,Cognizable,Mischief
440,Mischief after preparation for causing death or hurt,Mischief committed with prior preparation to cause death/hurt,Imprisonment up to 5 years and fine,Non-Bailable,Cognizable,Mischief
441,Criminal trespass,Entering property with intent to commit offence or annoy,Definition only,not specified,not specified,Criminal Trespass
442,House-trespass,"Criminal trespass into house, tent, vessel used for dwelling or worship",Definition only,not specified,not specified,Criminal Trespass
443,Lurking house-trespass,House-trespass with concealment,Definition only,not specified,not specified,Criminal Trespass
444,Lurking house-trespass by night,Lurking house-trespass committed at night,Definition only,not specified,not specified,Criminal Trespass
445,House-breaking,House-trespass involving breaking or unfastening parts,Definition only,not specified,not specified,Criminal Trespass
446,House-breaking by night,House-breaking committed at night,Definition only,not specified,not specified,Criminal Trespass
447,Punishment for criminal trespass,Punishment for general criminal trespass,"Imprisonment up to 3 months, or fine up to ₹500, or both",Bailable,Non-Cognizable,Criminal Trespass
448,Punishment for house-trespass,Punishment for house-trespass,"Imprisonment up to 1 year, or fine up to ₹1000, or both",Bailable,Non-Cognizable,Criminal Trespass
449,House-trespass to commit offence punishable with death,House-trespass intending to commit capital offence,Imprisonment for life or up to 10 years and fine,Non-Bailable,Cognizable,Criminal Trespass
450,House-trespass to commit offence punishable with life imprisonment,House-trespass to commit life imprisonment offence,Imprisonment for life or up to 10 years and fine,Non-Bailable,Cognizable,Criminal Trespass
451,House-trespass to commit offence punishable with imprisonment,House-trespass to commit imprisonable offence,Imprisonment up to 2 years and fine,Bailable,Cognizable,Criminal Trespass
452,"House-trespass after preparation for hurt, assault, or wrongful restraint",House-trespass with preparation for violence/assault,Imprisonment up to 7 years and fine,Non-Bailable,Cognizable,Criminal Trespass
453,Punishment for lurking house-trespass or house-breaking,Punishment for lurking house-trespass or house-breaking,Imprisonment up to 2 years and fine,Bailable,Cognizable,Criminal Trespass
454,Lurking house-trespass or house-breaking to commit offence punishable with imprisonment,House-trespass to commit imprisonable offence,Imprisonment up to 3 years and fine,Bailable,Cognizable,Criminal Trespass
455,"Lurking house-trespass or house-breaking after preparation for hurt, assault, or wrongful restraint",Trespass with preparation for violence or restraint,Imprisonment up to 10 years and fine,Non-Bailable,Cognizable,Criminal Trespass
456,Punishment for lurking house-trespass or house-breaking by night,Night-time lurking house-trespass/house-breaking,Imprisonment up to 3 years and fine,Bailable,Cognizable,Criminal Trespass
457,Lurking house-trespass or house-breaking by night to commit offence punishable with imprisonment,Night-time house-trespass to commit imprisonable offence,Imprisonment up to 5 years and fine,Non-Bailable,Cognizable,Criminal Trespass
458,"Lurking house-trespass or house-breaking by night after preparation for hurt, assault, or wrongful restraint",Night-time trespass with preparation for violence or restraint,Imprisonment up to 14 years and fine,Non-Bailable,Cognizable,Criminal Trespass
459,Grievous hurt caused during lurking house-trespass or house-breaking,Causing grievous hurt during house-trespass/house-breaking,Imprisonment for life or up to 10 years and fine,Non-Bailable,Cognizable,Criminal Trespass
460,Joint liability in house-trespass/house-breaking at night with death or grievous hurt,Joint offenders liable where death/grievous hurt caused by one,Imprisonment for life or up to 10 years and fine,Non-Bailable,Cognizable,Criminal Trespass
461,Dishonestly breaking open receptacle containing property,Breaking open locked receptacle dishonestly,"Imprisonment up to 2 years, or fine, or both",Bailable,Cognizable,Criminal Trespass
462,Same offence by person entrusted with custody,Committing above offence by person entrusted with custody,"Imprisonment up to 3 years, or fine, or both",Bailable,Cognizable,Criminal Trespass
463,Forgery,Making a false document with intent to cause damage or support a claim,Defined under 465,Bailable,Non-Cognizable,Offences relating to documents and property marks
464,Making a false document,Describes what constitutes a false document or electronic record,Descriptive section (used for interpretation),not specified,not specified,Offences relating to documents and property marks
465,Punishment for forgery,Forgery of any document not covered under specific severe forgery sections,Up to 2 years or fine or both,Bailable,Non-Cognizable,Offences relating to documents and property marks
466,Forgery of court records or public registers,"Forging court records, public registers, certificates, etc.",Up to 7 years + fine,Non-Bailable,Cognizable,Offences relating to documents and property marks
467,"Forgery of valuable security, will, etc.","Forging valuable securities, wills, authority to adopt, etc.",Up to 10 years or life imprisonment + fine,Non-Bailable,Cognizable,Offences relating to documents and property marks
468,Forgery for purpose of cheating,Committing forgery specifically to cheat,Up to 7 years + fine,Non-Bailable,Cognizable,Offences relating to documents and property marks
469,Forgery for purpose of harming reputation,Forging a document to harm someone's reputation,Up to 3 years + fine,Bailable,Cognizable,Offences relating to documents and property marks
470,Forged document,"Defines what a ""forged document"" is",Interpretative section,not specified,not specified,Offences relating to documents and property marks
471,Using as genuine a forged document,Using a forged document knowingly as genuine,Same as punishment for forgery under relevant section,Same as relevant section,Same as relevant section,Offences relating to documents and property marks
472,Making/possessing counterfeit seal for forgery under 467,"For making or possessing counterfeit seal/stamp for forgery of wills, valuable securities, etc.",Up to life imprisonment or 7 years + fine,Non-Bailable,Cognizable,Offences relating to documents and property marks
473,Making/possessing counterfeit seal for other types of forgery,Counterfeiting for general forgery (not under sec 467),Up to 7 years + fine,Non-Bailable,Cognizable,Offences relating to documents and property marks
474,Possession of forged documents under 466 or 467,"Having forged documents like court records, public registers, valuable securities, etc.",Up to life imprisonment or 7 years + fine,Non-Bailable,Cognizable,Offences relating to documents and property marks
475,Counterfeiting device for authenticating valuable documents (sec 467),Making/possessing device/mark to fake authentication of valuable documents,Up to life imprisonment or 7 years + fine,Non-Bailable,Cognizable,Offences relating to documents and property marks
476,Counterfeiting device for documents other than those in sec 467,Making/possessing device to fake authentication of documents not covered in 467,Up to 7 years + fine,Non-Bailable,Cognizable,Offences relating to documents and property marks
477,Fraudulent cancellation or destruction of valuable documents,"Destroying or hiding wills, valuable securities, etc., with intent to defraud",Up to 7 years + fine,Non-Bailable,Cognizable,Offences relating to documents and property marks
477A,Falsification of accounts,"Willfully altering, destroying, or falsifying accounts or financial records by a clerk/servant",Up to 7 years + fine,Non-Bailable,Cognizable,Offences relating to documents and property marks
479,Property mark,Defines what constitutes a property mark,Descriptive section,not specified,not specified,Property Mark Offence
481,Using a false property mark,Using a false property mark to mislead,Up to 3 years or fine or both,Bailable,Non-Cognizable,Property Mark Offence
482,Punishment for using a false property mark,Punishment provision corresponding to 481,Same as Section 481,Bailable,Non-Cognizable,Property Mark Offence
483,Counterfeiting a property mark used by another,Making a counterfeit of someone else’s property mark,Up to 2 years + fine,Bailable,Cognizable,Property Mark Offence
484,Counterfeiting a mark used by a public servant,Making counterfeit of a government-issued mark,Up to 3 years + fine,Bailable,Cognizable,Property Mark Offence
485,Making or possessing instrument for counterfeiting property mark,Tools or dies used to counterfeit property marks,Up to 3 years + fine,Bailable,Cognizable,Property Mark Offence
486,Selling goods with counterfeit property mark,Selling items with a knowingly fake property mark,Up to 3 years + fine,Bailable,Cognizable,Property Mark Offence
487,Making a false mark on receptacle,"False mark on containers like bags, boxes, etc.",Up to 3 years + fine,Bailable,Cognizable,Property Mark Offence
488,Using such false mark,Use of marks from Sec. 487 with intent to deceive,Up to 3 years + fine,Bailable,Cognizable,Property Mark Offence
489,Tampering with property mark,Altering or destroying property mark to cause injury,Up to 3 years + fine,Bailable,Cognizable,Property Mark Offence
489A,Counterfeiting currency or bank notes,Making fake currency,Life imprisonment or up to 10 years + fine,Non-Bailable,Cognizable,Currency-related Offence
489B,"Using as genuine, forged currency notes",Circulating forged currency knowing it's fake,Life imprisonment or up to 10 years + fine,Non-Bailable,Cognizable,Currency-related Offence
489C,Possession of forged/counterfeit currency notes,Possessing fake notes knowingly,Up to 7 years + fine,Non-Bailable,Cognizable,Currency-related Offence
489D,Making or possessing instruments for counterfeiting,"Dies, plates, instruments used for counterfeiting",Life imprisonment or up to 10 years + fine,Non-Bailable,Cognizable,Currency-related Offence
489E,Making or using documents resembling currency notes,"Printing/using material that looks like currency (for advertisements, etc.)",Fine up to ₹100 (or as defined by amendment),Bailable,Non-Cognizable,Currency-related Offence
491,Breach of contract to attend and supply wants of helpless person,Failure to care for a helpless person one is legally or contractually bound to attend to,Up to 3 months or fine or both,Bailable,Non-Cognizable,Criminal Breach of Contracts of Service
493,Cohabitation caused by deceitful belief of lawful marriage,Man deceitfully induces a woman to believe she is lawfully married to him and cohabits with her,Up to 10 years + fine,Non-Bailable,Cognizable,Offences relating to marriage
494,Marrying again during lifetime of spouse,Bigamy – marrying again while legally married,Up to 7 years + fine,Bailable,Non-Cognizable,Offences relating to marriage
495,Bigamy with concealment of previous marriage,Same as 494 but with concealment of prior marriage,Up to 10 years + fine,Non-Bailable,Non-Cognizable,Offences relating to marriage
496,Fraudulent marriage ceremony,Going through a marriage ceremony fraudulently without intending to marry legally,Up to 7 years + fine,Bailable,Non-Cognizable,Offences relating to marriage
497,Adultery (Struck down by Supreme Court in 2018),Sexual relations with a married woman without her husband's consent,[Struck down as unconstitutional],not specified,not specified,Offences relating to marriage
498,Enticing or detaining a married woman with criminal intent,Enticing or taking away or detaining a married woman with criminal intent,Up to 2 years + fine or both,Bailable,Non-Cognizable,Offences relating to marriage
498A,Cruelty by husband or relatives,"Husband or his relatives subjecting a woman to cruelty (mental or physical), especially for dowry",Up to 3 years + fine,Non-Bailable,Cognizable,OF CRUELTY BY HUSBAND OR RELATIVES OF HUSBAND
499,Defamation,Makes or publishes any imputation intending to harm the reputation of a person,Defined in 500,Non-Bailable,Non-Cognizable,Defamation
500,Punishment for defamation,"Simple imprisonment up to 2 years, or fine, or both",Up to 2 years or fine or both,Bailable,Non-Cognizable,Defamation
501,Printing or engraving defamatory matter,Printing/engraving defamatory content knowingly,Up to 2 years or fine or both,Bailable,Non-Cognizable,Defamation
502,Sale of printed or engraved defamatory substance,Selling/distributing defamatory printed/engraved material knowingly,Up to 2 years or fine or both,Bailable,Non-Cognizable,Defamation
503,Criminal intimidation,"Threatening another with injury to person, reputation, or property with intent to cause alarm",Defined in 506,Bailable,Non-Cognizable,"Criminal intimidation, insult and annoyance"
504,Intentional insult to provoke breach of peace,Intentionally insulting someone to provoke breach of public peace,Up to 2 years or fine or both,Bailable,Non-Cognizable,"Criminal intimidation, insult and annoyance"
505,Statements conducing to public mischief,Publishing/uttering statements causing public mischief,Up to 3 years or fine or both,Non-Bailable,Cognizable (for public mischief),"Criminal intimidation, insult and annoyance"
